text,created_at
So even though I didn’t have to do it with Presidential Privilege I allowed everyone to testify including White House Counsel Don McGahn (for over 30 hours) to Robert Mueller and the 18 Angry Trump-Hating Democrats and they arrived....,05-21-2019 21:22:52
....at a conclusion of NO COLLUSION and NO OBSTRUCTION! The Dems were unhappy with the outcome of the $40M Mueller Report so now they want a do-over.,05-21-2019 21:22:52
I am pleased to announce my nomination of Barbara Barrett of Arizona and former Chairman of the Aerospace Corporation to be the next Secretary of the Air Force. She will be an outstanding Secretary! #FlyFightWin,05-21-2019 20:52:46
Pennsylvania - Don’t forget to get out and VOTE TODAY for Republican Fred Keller for Congress. Fred is Strong on Crime Second Amendment Military Vets and Healthcare. He has my Complete and Total Endorsement!,05-21-2019 16:38:40
...Mexico’s attitude is that people from other countries including Mexico should have the right to flow into the U.S.  and  that U.S. taxpayers should be responsible for the tremendous costs associated w/this illegal migration. Mexico is wrong and I will soon be giving a response!,05-21-2019 16:16:54
I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats our Immigration Laws are totally flawed  and  broken...,05-21-2019 16:16:53
To the great people of Kentucky please go out and vote for Matt Bevin today. Very important. He has done a fantastic job for you and America! #MAGA,05-21-2019 15:25:09
RT @realDonaldTrump: Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the…,05-21-2019 11:34:29
RT @realDonaldTrump: Megan King who is running for Superior Court Judge in the Pennsylvania election has my Full and Total Endorsement. S…,05-21-2019 11:34:18
Just returned to the beautiful @WhiteHouse after a great evening in Pennsylvania! https://t.co/wMeh9k9knv,05-21-2019 02:06:31
Megan King who is running for Superior Court Judge in the Pennsylvania election has my Full and Total Endorsement. She is tough on crime and fully understands all aspects of the law. Vote for Megan tomorrow (Tuesday).,05-21-2019 02:02:28
Massive crowds in Pennsylvania tonight. Thank you for joining me! https://t.co/v1e0d0AHHo,05-21-2019 01:04:55
Beautiful evening for a MAKE AMERICA GREAT AGAIN rally tonight in Pennsylvania. Thank you I love you! #MAGA https://t.co/6oqbA5Y5zU,05-21-2019 00:45:41
Landing shortly in Montoursville Pennsylvania - see everyone shortly! https://t.co/R67IxP3QPL,05-20-2019 22:39:53
Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the Republican Nominee for Congress and has my Complete and Total Endorsement. He will do a fantastic job - I look forward to seeing everyone tonight! #MAGA,05-20-2019 18:07:30
See you tonight at 7:00 P.M. Eastern Montoursville Pennsylvania! #MAGA https://t.co/Ij2AjXfRZa,05-20-2019 17:40:23
The Fake News put out a typically false statement without any knowledge that the United States was trying to set up a negotiation with Iran. This is a false report....,05-20-2019 17:30:35
....Iran will call us if and when they are ever ready. In the meantime their economy continues to collapse - very sad for the Iranian people!,05-20-2019 17:30:35
On this Cuban Independence Day we stand by the people of Cuba in their quest for freedom democracy and prosperity. The Cuban regime must end its repression of Cubans  and  Venezuelans. The United States will not stand idly by as Cuba continues to subvert democracy in the Americas!,05-20-2019 17:28:03
Looks like Bernie Sanders is history. Sleepy Joe Biden is pulling ahead and think about it I’m only here because of Sleepy Joe and the man who took him off the 1% trash heap President O! China wants Sleepy Joe BADLY!,05-20-2019 14:08:04
Why are the Democrats not looking into all of the crimes committed by Crooked Hillary and the phony Russia Investigation? They would get back their credibility. Jerry Nadler Schiff  would have a whole new future open to them. Perhaps they could even run for President!,05-20-2019 12:13:31
“We have a booming economy and working people are making gains that they haven’t seen in decades.”  Stuart Varney @foxandfriends,05-20-2019 12:07:33
Two Tweets missing from last batch probably a Twitter error. No time for a redo! Only the Dems get redos!,05-20-2019 11:35:31
.....was very good and highly professional to deal with - and if for any reason I didn’t like them I would have gone elsewhere....there was always plenty of money around and banks to choose from. They would be very happy to take my money. Fake News!,05-20-2019 11:20:54
The Failing New York Times (it will pass away when I leave office in 6 years) and others of the Fake News Media keep writing phony stories about how I didn’t use many banks because they didn’t want to do business with me. WRONG! It is because I didn’t need money. Very old,05-20-2019 11:20:53
....fashioned but true. When you don’t need or want money you don’t need or want banks. Banks have always been available to me they want to make money. Fake Media only says this to disparage and always uses unnamed sources (because their sources don’t even exist)......,05-20-2019 11:20:53
The Mainstream Media has never been as corrupt and deranged as it is today. FAKE NEWS is actually the biggest story of all and is the true ENEMY OF THE PEOPLE! That’s why they refuse to cover the REAL Russia Hoax. But the American people are wise to what is going on.....,05-20-2019 11:20:53
....Now the new big story is that Trump made a lot of money and buys everything for cash he doesn’t need banks. But where did he get all of that cash? Could it be Russia? No I built a great business and don’t need banks but if I did they would be there...and DeutscheBank......,05-20-2019 11:20:53
RT @LouDobbs: God Bless President Trump--- Iran's so called leaders must think they're dealing with Bush or Obama.  #MAGA #AmericaFirst #Do…,05-20-2019 02:47:21
The Mainstream Media hates to cover this! https://t.co/EMhAVWCjVf,05-20-2019 02:32:36
Starting Monday our great Farmers can begin doing business again with Mexico and Canada. They have both taken the tariff penalties off of your great agricultural product. Please be sure that you are treated fairly. Any complaints should immediately go to  @SecretarySonny Perdue!,05-20-2019 02:29:27
A great win for Brooks. Congratulations to a great champion! https://t.co/74z0n2icuA,05-20-2019 02:16:24
RT @realDonaldTrump: I will be interviewed by Steve Hilton tonight at 9:00 P.M. on @FoxNews. Enjoy!,05-19-2019 22:33:29
Hard to believe that @FoxNews is wasting airtime on Mayor Pete as Chris Wallace likes to call him. Fox is moving more and more to the losing (wrong) side in covering the Dems. They got dumped from the Democrats boring debates and they just want in. They forgot the people.....,05-19-2019 21:15:50
....who got them there. Chris Wallace said “I actually think whether you like his opinions or not that Mayor Pete has a lot of substance...fascinating biography.” Gee he never speaks well of me - I like Mike Wallace better...and Alfred E. Newman will never be President!,05-19-2019 21:15:50
I will be interviewed by Steve Hilton tonight at 9:00 P.M. on @FoxNews. Enjoy!,05-19-2019 20:39:31
If Iran wants to fight that will be the official end of Iran. Never threaten the United States again!,05-19-2019 20:25:34
False reporting yesterday. “There are no plans to send migrants to Northern or Coastal Border facilities including Florida.” @FoxNews  Not by airplanes or any other way. Our Country is FULL will not and can not take you in!,05-19-2019 20:15:23
Our Economy and Jobs Market is BOOMING the best in the World and in our Country’s history - and we have just started!,05-19-2019 19:54:34
With the wonderful College University and other Graduations taking place all over the USA there has never been a better time than now to graduate. Best jobs market ever great housing and financing. Go out there work hard  and  have a GREAT life. You deserve it. Congratulations!,05-19-2019 19:48:45
I will be interviewed by Steve Hilton tonight at 8:00 P.M. on @FoxNews. Enjoy!,05-19-2019 19:38:34
Watched some of the Fake News Political Shows this morning and continue to be amazed at how every question is asked in the most negative way. The Mainstream Media should be ashamed of itself - But the good news is that the USA is wise to your game of dishonesty and deception!,05-19-2019 18:50:37
Never a fan of @justinamash a total lightweight who opposes me and some of our great Republican ideas and policies just for the sake of getting his name out there through controversy. If he actually read the biased Mueller Report “composed” by 18 Angry Dems who hated Trump....,05-19-2019 13:55:07
....he would see that it was nevertheless strong on NO COLLUSION and ultimately NO OBSTRUCTION...Anyway how do you Obstruct when there is no crime and in fact the crimes were committed by the other side? Justin is a loser who sadly plays right into our opponents hands!,05-19-2019 13:55:07
....Conditions drug prices down for first time in 51 years ( and  soon will drop much further) Right to Try protecting your 2nd Amendment big Tax  and  Reg Cuts 3.2 GDP Strong Foreign Policy  and  much much more that nobody else would have been able to do. Our Country is doing GREAT!,05-19-2019 12:49:33
For all of the Fake News Sunday Political Shows whose bias  and  dishonesty is greater than ever seen in our Country before please inform your viewers that our Economy is setting records with more people employed today than at any time in U.S. history our Military which....,05-19-2019 12:49:32
....was a depleted disaster will soon be stronger than ever before our Vets are finally being taken care of and now have Choice our Courts will have 145 great new Judges and 2 Supreme Court Justices got rid of the disastrous Individual Mandate  and  will protect Pre-Existing....,05-19-2019 12:49:32
